"","Yorumlar","Sentiment","Duygu"
"786","",0.3,"Pozitif"
"787","ruhi çenet kanalında simülasyon teorisi paylaştı bilgisayar oyunu demişken sonraki videonuzda teoriyi yorumlayabilir misiniz sizin düşünce yapınız araştırmacı ruhunuza cidden hayranım düşünceleriniz önemli yerde simülasyon teorisi konusuna değinirseniz sevinirim",0,"Nötr"
"788","starcrafta çocukluğunu ergenliğini genç yetişkinliğini verdiğin zaman adını duyunca gözleriniz doluyor",0.1,"Pozitif"
"789","belki bilginiz vardır madem konuyu açtınız kaç söylemek istiyorum öncellik espor olayının vr teknolojisinin önizlemesi düşünüyorum zira ibm firması animeden esinlenerek online dünyasının temelleri üzerine çalışmakta şimdilik kafalık eldiven kontrol mekanizmasıyla alpha diyebileceğimiz sürümdeler teknolojiler zaman ufak adımlarla başlamadı ibm kaynak aldığı animeye edecek adım vr teknolojisnin dünyayı ele geçirmesi olacaktır kafalığımızı takacağız neo olup sanal dünya benliğimizle burası ayrı tartışma konusu sanal dünya koşturacağız konuyla pek alakası olmasa espor olayı bahsettiğim ileri evrelerin quotalphaquot sürümü gibime geliyor ilerleyen zamanlar ulusların savaşlarının tür ortamlarlar yapılması pekte saçma gelmiyor",-0.1,"Negatif"
"790","mid sal diyenlerin gözü yaşlı ksksksksk",0.2,"Pozitif"
"791","asosyal ci topluluğu",0.3,"Pozitif"
"792","vr oyunlarının gelişmesini bekliyorum inşallah sao görmeye ömrüm yeter",0.6,"Pozitif"
"793","oyundan ziyade adamlarıngelişmişliiği ortaya çıkıyor ülkemizde yazik siyaset dönüyor hiçbir üretimimiz eğlencemiz parası olanlar yaşıyor yazık",-0.7,"Negatif"
"794","canı gönülden ağzına sağlık ülkemizin dünyanın işe meslek bakmaları gerekiyor",0.4,"Pozitif"
"795","not metinden uzak durun",-0.6,"Negatif"
"796","bullet journal yaparmısın",0.8,"Pozitif"
"797","sonuna banada hitap eden bişiler söyler diyede ömrümden çalınan <a youtubede yaş üzerine hitap eden kanalsınız şeyler yapmayın",-0.5,"Negatif"
"798","online oyunlardan özellikle lol den nefret strateji",-0.5,"Negatif"
"799","fırsatını bulursan fibonacci bekliyorum saygılar",0.5,"Pozitif"
"800","dorumu",0.3,"Pozitif"
"801","super",0.9,"Pozitif"
"802","mükemmeldi",0.3,"Pozitif"
"803","oyuna espor hayranlığım yetmezmiş anlatımın sonunda süleymanoğlunu koyman bitirdi ❤❤",0.9,"Pozitif"
"804","duygusaldır mekanını cennet eylesin 🞵",0.2,"Pozitif"
"805","nasıl oluyor sonunu quotgerçektenquot rekt yaparak bitiriyorsun anlamıyorum",-0.1,"Negatif"
"806","uzun yıllar online oyun oynamış söylüyorum sosyalliği zihni bedeni ciddi anlamda olumsuz etkiliyor kendini kaptırmadığın sürece sıkıntı illa kaptırıyorsun diğer spor müsabakalardan farksız olayın sanal ortamda gerçekleşmesi bilinçaltımızdaki etkenlerden midir bilmem gayri samimi geliyor",0.7,"Pozitif"
"807","ağzına sağlık",0.9,"Pozitif"
"808","dozu kaçırmıyorum alt tarafı günde oyıyorum",0,"Nötr"
"809","",0,"Nötr"
"810","kesinlikle spor lan ☺ zaman sportmenim hergün ntvspor trtspor",0.8,"Pozitif"
"811","kanalınal bayılıyorum olabildiğince tarafsız yapıyorsun işini azından görüyorum konu işlerken onu yüceltmiyorsun bütün iyi kötü yanlarına değiniyorsun çizgini bozma",0.1,"Pozitif"
"812","insanlari uyusturuyor",0.2,"Pozitif"
"813","döktürmüş",0.3,"Pozitif"
"814","gidişle enes baturu filan geçersin",-0.2,"Negatif"
"815","onu bırakın faker agladı aga",0,"Nötr"
"816","tabi canim tambir spor",0.5,"Pozitif"
"817","",0,"Nötr"
"818","sence cs go overwatcha e girermiyiz",0,"Nötr"
"819","dinazorlar olabilir",0.1,"Pozitif"
"820","mükemmelsin biliyorsun",0.3,"Pozitif"
"821","gob yi biliyorum kaçıyorum burdan hadi eyw",0.6,"Pozitif"
"822","kafa nakliyle alakalı vidyo çekermisin",0.6,"Pozitif"
"823","sonunda emeğine",0.8,"Pozitif"
"824","godb yalnız longb",0.3,"Pozitif"
"825","ey kafasi guzel insan aksini ispatlayana iphone x hediye simülasyon teorisi adli ruhi cenetin videosunu iizleyim kafana gore yorumlarmisin lutfen",-0.1,"Negatif"
"826","<a",0.6,"Pozitif"
"827","lol reklami degildir insallah",0.4,"Pozitif"
"828","baştan sona hakkı verilerek yapılmış ağzına yüreğine sağlık",0.7,"Pozitif"
"829","lol cuyuz",0.1,"Pozitif"
"830","günde yeter abartılı haftada gün",0,"Nötr"
"831","abicim satranc vidyo yaparmısın",0.2,"Pozitif"
"832","league legends",0.1,"Pozitif"
"833","gunde demek 🞤",0.3,"Pozitif"
"834","tövbe rabbim gözlere oluyo gitti gözler tüh tüh",-0.4,"Negatif"
"835","gel suportum ol taşıyak oyunu serideyim",0,"Nötr"
"836","tüm videoları trendde",0.7,"Pozitif"
"837","burdan lole atanlara söylüyum herkesin zevki oynuyoruz tamam eğlencemiz sizin zevklerinize laf atılması hoşunuza gider miydi",0,"Nötr"
"838","<a quotyassax gardeşim yassaxquot dedi şokkkk",0,"Nötr"
"839","takdir edilesi",0.3,"Pozitif"
"840","anime dedi",0,"Nötr"
"841","fenerbahçe iyidi finalde yendi sup u baya iyidi",0.6,"Pozitif"
"842","dota candır",0.2,"Pozitif"
"843","çocuk dediğin adamlar evlense çocuğu arada",-0.1,"Negatif"
"844","yorumlara bak okuycak bide bunları",0,"Nötr"
"845","senden on numara jungle",0.9,"Pozitif"
"846","hayattan zevk almıyorum almam çeker misiniz",0.4,"Pozitif"
"847","sanırım şimdiye kadarki güzel kapanışıydı",0.7,"Pozitif"
"848","lol oynamayanlar hiçbir anlamıyor kesin skndkejfkend",0.3,"Pozitif"
"849","güzel bağladın",0.9,"Pozitif"
"850","legends",0.5,"Pozitif"
"851","mekanını cennet eylesin yüreğinize sağlık",0.9,"Pozitif"
"852","lol yaşam tarzıdır",0.2,"Pozitif"
"853","yakında quotuzaylılar yardımquot merkezi çıkartırlarsa şaşırmam",0.1,"Pozitif"
"854","son güzel başımız sağol sun",0.9,"Pozitif"
"855","videoolar yapıyosun",0.3,"Pozitif"
"856","ozcan farki",0.3,"Pozitif"
"857","sonucunda gaza geldim csgo girdim edin",0,"Nötr"
"858","dislike cs ciler",-0.8,"Negatif"
"859","yasuo mid salarmısın",0,"Nötr"
"860","tabii spordur yıllık öğrenci hayatımda matematikte yapamadığım hesaplamaları lolde espor beyni geliştirir",0.6,"Pozitif"
"861","hemen oyun diyince veletler nasılda izlemeye başladı",0.1,"Pozitif"
"862","lol den sponsorlukmu aldın",0.4,"Pozitif"
"863","gelecegin meslegi ilerde televizyonda yayinlanicak",0,"Nötr"
"864","şekil değiştirir",0.3,"Pozitif"
"865","sigara yapmayı düşündün mü",-0.4,"Negatif"
"866","el göz senkronizasyonunu geliştiriyor kaleciyim işime geliyor",0.7,"Pozitif"
"867","adıma önemli bulduğum hakikaten merak ettiğim soru sence herkesin renk algısı mıdır mesela herkes beyaz renginin beyaz olduğunu bilir isim gördüğüm beyaz renk gördüğün beyaz renk mıdır mesela gördüğüm beyazı gözümle algıladığım sarı algılıyor olabilir misin yada kısaca şöyle sorayım ikimiz beyaz rengi görüyoruz",0,"Nötr"
"868","türkiyeye e spor destek gelse nasiplensek",0.5,"Pozitif"
"869","kendini geliştirmek geliştirirken insanlara yararlı bilgiler vermek kanalı yarattın önemlisi kendini geliştirirken yararlı oluyor biz sayende öğrenirken öğreniyorsun hissettiğim",0.9,"Pozitif"
"870","elon mask videosundan olmadı ords neyden bahsettin burda neyden bahsediyorsun nerden nereye attan inip eşeğe binmek",-0.2,"Negatif"
"871","lol",0.3,"Pozitif"
"872","boş zamanları değerlenditmekle alaklaı yaparmısın boş zamanlarımızda yarrlı şeyler yapmak zorundamıyız yoksa konyda özgürmüyüzdür ilede alakası",-0.6,"Negatif"
"873","siz oyun oynayip kimseye zarar gelmeden eglenmeye edin israilli bankerler dunyayi ele gecirsin atom bomb yapsinlar hidrojen siz hala oyun oynayin kafayla edin yakindir uzerinde oyun oyniyacaginiz dunya kalmiyacak",0,"Nötr"
"874","maşallah baya kaliteli dolu",0.9,"Pozitif"
"875","chrissiy costanzanin şarkı söylediği kısmı nerden bulabilirim",0.1,"Pozitif"
"876","çocugumu uzak tutacagım online oyunlardan",0.1,"Pozitif"
"877","sonunda duygulandım",0.7,"Pozitif"
"878","yıldır lol oynuyorum kere düzgünce liğght lecığnts okumadım 🙄 sağlık güzel abeee",0.9,"Pozitif"
"879","spordur",0.3,"Pozitif"
"880","",0,"Nötr"
"881","çalennccerim moruuqq ekkle teke teke",0.3,"Pozitif"
"882","lol teklerr",0.1,"Pozitif"
"883","abdulkerim kutlunun kanalini anlatirmisin lutfen kanala goz at",-0.1,"Negatif"
"884","lole dis",0.2,"Pozitif"
"885","yaklaşık yıldır online oyunlarla yıldır bırakmaya çalışıyorum",0.2,"Pozitif"
"886","stewn havkingin söyledigi konuyu araştirip plsss uzat videolarını kaçırmıyorum",0,"Nötr"
"887","mukemmel olmus",0.3,"Pozitif"
"888","ülkemize dünya şampiyonu unvanını getiren böylesine milli sporcumuzu quotdeğerimiziquot anmak hepimizin boynunun borcu",0.9,"Pozitif"
"889","legends",0.5,"Pozitif"
"890","legend is",0.4,"Pozitif"
"891","satranç spor milli sporcular varsa bunlar spor dur zihin takım sporu ilerde faydaları anlaşılır",0.4,"Pozitif"
"892","elinize sağlık güzel",0.9,"Pozitif"
"893","legends",0.5,"Pozitif"
"894","degisik",0.3,"Pozitif"
"895","merhaba konu ilgisi kitap yorumu yaptığınız oku videoları paylaşmayacak mısınız",0,"Nötr"
"896","holifiniks",0.3,"Pozitif"
"897","hadi akıma katılayımm simülasyon teorisi fikirlerini anlat",0,"Nötr"
"898","rito pls",0,"Nötr"
"899","farkını göstermiş alemindeki sağlam içerikleri üreten kanal mükkemmel şeyler yapmış",0.8,"Pozitif"
"900","trende çıkmanın kötü tarafını yorumlarda görebilirsiniz yeni gelen kitlenin ufkunun açılabilmesi",0.1,"Pozitif"
"901","merhaba kanalımda acapella coverlar yapıyorum özellikle tarkan şarkılarını kendimce yorumluyorum dinleyip düşüncelerinizi bildirir misiniz",0.4,"Pozitif"
"902","doping kullanan insanlar ölür",-0.1,"Negatif"
"903","<a <a dakikalar güzel",0.9,"Pozitif"
"904","guzel icerik olmus saglik anneme birkac yas grubuna gonderdim gelecek bilgileri yas icerik haricinde videolarindaki duygu dalgalanmalarini muzik ses butunlugunden bahsediyorum kolay gelsin",0.9,"Pozitif"
"905","legends",0.5,"Pozitif"
"906","vay am etkili lan",0.8,"Pozitif"
"907","sonunda rabbim nurlar yatırsın milyonları hareketiyle sevince boğan güzel",0.9,"Pozitif"
"908","emeğine sağlık film tadında bitti",0.8,"Pozitif"
"909","konu bulamadın",0,"Nötr"
"910","kim milyoner istere katıl +",0.2,"Pozitif"
"911","world tanks oyunu onu oynarım izlerim sanki izlerken ordaymisim his oluyor zevkli oluyor baga",0.8,"Pozitif"
"912","işini yapıyosun",0.9,"Pozitif"
"913","yassağ gardesim yassağ 📳📳📳📳📳 harikasin 📳📳📳",0.4,"Pozitif"
"914","👲👲👲👲",0.3,"Pozitif"
"915","espor takipçisi videoda objektif değerlendirdiğiniz keyifli olduğu reel dünyadan kopulduğunda baş belasına dönüşebiliyor tarz işler özellikle yaş altı gençlerin konuda özel dokunması şart göndermesi elinize sağlık",0.9,"Pozitif"
"916","beyler hazır lol demişken nasıl",0,"Nötr"
"917","çağımızın geleceği espor <a",0.7,"Pozitif"
"918","sakaldan kalfalık dönemi başladı sanki",-0.1,"Negatif"
"919","elinize sağlık",0.9,"Pozitif"
"920","l l l e n n",0.3,"Pozitif"
"921","anakin nerde",0.3,"Pozitif"
"922","<b>insanların kendisini bilgisayar oyunlarına kaptırmasının sebebi gerçek dünyada elde edemeyeceği macera haz duygusunu yaşaması oyunda birşeyler başarmak saygınlık kazanmak mutluluk hissi yaratıyor ancak gerçek hayat yalandan",0.1,"Pozitif"
"923","espor spordur fenerbahçe kulubunun fenerbahçe takımı başarılar bide finaller şampiyonluk felan",0.4,"Pozitif"
"924","ağa den bitek ramazan ayında oynuyorum la",0.5,"Pozitif"
"925","",0,"Nötr"
"926","biliyorum izliyeceğim",0.6,"Pozitif"
"927","league legends 👧❤👧",0.2,"Pozitif"
"928","güzel son yapmışsın ağlamamak elde 🙠🙠",0.9,"Pozitif"
"929","gel bot pre girelim",0,"Nötr"
"930","esporu bilmesine rağmen izleyenler yalnız değilsiniz",0,"Nötr"
"931","cidden nasıl kralsın",0,"Nötr"
"932","herhangi konu bariş özcanın elinde anlamlıkıymetli hale gelebilir teşekürler bariş",0.6,"Pozitif"
"933","öncelikle bunların yapılma sebebi nedir <br>oyun sektöründe kitlelere hitap kitleyi oyun satmakla kalmayalım birde online turnuva yapalım eğlence büyüsün katlansın yapıyorlar yoksa bazı şirketler onlara ceo talip iş adamı sıfatlı isimler kumar sistemine çevirmişler <br>üzerine oynanan bahisler kumar sistemleri oyunda edilinen sanal eşyaların gerçek paraya çevirilmesi <br>ve bunun yaşındaki çocuklara hitap etmesi",-0.3,"Negatif"
"934","süleymanoğlunu beklemiyorum anda arkadan quotlegends diequot cümlesini duyup onu görünce ürperdi nasıl kralsın",-0.1,"Negatif"
"935","",0.3,"Pozitif"
"936","biliyorum izlicem",0.6,"Pozitif"
"937","age empires oyun dünyasının asıl efsanelerindendir",-0.1,"Negatif"
"938","güzel bariş farkı",0.9,"Pozitif"
"939","bilgisayar oyunu oynamak spor olamaz",-0.1,"Negatif"
"940","yapmışsın",0.3,"Pozitif"
"941","sporcu göbekli spor olamaz",0,"Nötr"
"942","reyizzx",0.3,"Pozitif"
"943","oturmak sağlık sorunlarına yol açıyor onuda göze almak gerek",-0.5,"Negatif"
"944","videonda tüylerimizi etmek zorundamısın",0,"Nötr"
"945","la",0.3,"Pozitif"
"946","<a",0.6,"Pozitif"
"947","country strike",0,"Nötr"
"948","nick sal baba",0.3,"Pozitif"
"949","geçen gün beğeniyorum içerik kurgu",0.9,"Pozitif"
"950","dememde umarım mahsur yoktur şeyler katan birisi aile gibidir güzel noktaya parmak basmışsın oyunlara karşı quotuzaylıquot olanlar son günlerde mavi balina adlı oyundan dolayı intihar eden insanlardan dolayı oyunlara oyunculara tehlikeli gözle bakmaya başladılar saçmalık şurada ebeveynler çocuklarının yaptığı azıcık bilgisi durumların önüne geçilebilir oyunlarda suç bulmak son bulmalı çocuklarıyla olmayan anne babalar dikkatlerini uğruna gerekirse canını verecekleri çocuklarına vermeliler <br>spor adını ta yanlış bulmuyorum illa kol bacak kaslarının gelişmesinin haricinde beyin kaslarının gelişmesi anlamına gelmez spor huzur yat quotcep herkülüquot",-0.4,"Negatif"
"951","türkiyenin espor oyuncuları arasında challanger şampiyonlar liginde olup oynamaktan gurur duyuyorum yaptığın",0.9,"Pozitif"
"952","quotdoğadan uzak herşeyquot seviye",-0.4,"Negatif"
"953","güney korede arkadaşımla eve giden son treni kaçırınca çareyi internet kafeye gitmekte bulmuştuk gece olmasına rağmen tüm kafe doluydu kafenin çoğunluğunu kadın oyuncular oluşturuyordu takımın ayrı taktik çalışma odası vardı gün anladım güney korede e spor ciddi işmiş",0.2,"Pozitif"
"954","son dakikayı koymak zorunda mıydın gözümden yaş geldi",-0.7,"Negatif"
"955","regarnur adamdır kappa",0.3,"Pozitif"
"956","üzdü 🞵 emeğine yüreğine sağlık 🞵🎵",0.9,"Pozitif"
"957","ağlattın",0.3,"Pozitif"
"958","elektronik spor oyunlarla çıkmıyor karşımıza teknolojinin gelişmesiyle yeni nesil silahlar kule sistemleri beden gücüne bağlı zihin bedenin uyumuna bağlı",0.3,"Pozitif"
"959","videolarının oluyo",0.3,"Pozitif"
"960","super baglamissiniz tskler suleymanoglu efsanedir",0.9,"Pozitif"
"961","<a yarıldım aq shsbbsbsbzhndjxjdnd",0.1,"Pozitif"
"962","di",0.9,"Pozitif"
"963","türkiyenin league legends platformu <a sizlere teşekkürü borç bilir espor ancak heyecanlı bilgilendirici faydalı keyifli anlatılabilirdi sonunu bağlayıp gerçek olduğunuzu <br>bize tekrar göstermiş kattığınız değer teker teker teşekkür ederiz",0.9,"Pozitif"
"964","dota lol mü",0.1,"Pozitif"
"965","sigara içmek nasıl spor zararlı bağımlılık oyunda spordan zararlı bağımlılıktır spor sağlık getirir zarar veriyorsa spor diyemem",-0.2,"Negatif"
"966","değilde p nedir tıkladım dün den beri açılmasını bekliyorum hala",-0.2,"Negatif"
"967","dahiyane adamın vidousunun altındaki yorumlar seviyeli olmali kesimden insan izliyor faydalanmaya çalışıyor insanlar videolardan alabileceği kazanımları altındaki yorumlarda kaybediyorlar yapan arkadaşlar haddime size tavsiyede videoları izleyip vakit keybetmeyin herkese saygılar sevgiler",0.5,"Pozitif"
"968","son lafını söyledin üperdi",0.2,"Pozitif"
"969","sonunda",0.8,"Pozitif"
"970","espor dünyasını nevi fanteziler dünyası görüyorum çocukluk yıllarından beri çizgifilm futbol film efsaneleriyle büyümüş neslin kendilerinin tasarladıkları dünyada efsanelerini meydana çıkarma çabası espor bugün oynayan özellikle çocuk yaşta insanların hayallerini süsleyen fantezi zaman geldiğinde heyecanla izledikleri oyuncular olmayı hayal ediyorlar olmayı oysa sizin söylediğiniz uzaylısı olduğumuz dünyanın efsanesi olmaya çalışıyorlar espor spordur dersek bağlamda yanılmayız fiziksel olmasada yoğun mental eylem işin",0,"Nötr"
"971","ilgimi çekmiyor lakin sonuna biliyorum sonunda mesaj vereceksin başarılı ellerine sağlık",0.9,"Pozitif"
"972","içerikler güzel",0.9,"Pozitif"
"973","kuzenim online oyunda çalınan parasını almak tokattan istanbula gitmişti almıştı sanırım tehlikeli farklı olaylar dönüyor dikkatli lazım",-0.7,"Negatif"
"974","keşke buradada şöyle + gece den ağız tadıyla dota oynasak sırf çoluk çocuktan illalah ettiğimiz oynamıyoruz oynayası gelmiyor insanın ciddi anlamda server kurulsa tc numarası giriş ypaılsa çoulk çocuğun giremediği platform",-0.2,"Negatif"
"975","yılında türkiyede internet yoktu",0,"Nötr"
"976","espor alt kültüre dönüştü lol oyuncusuyum günde iki maç vaktimi almıyor açıkçası abartmadan oynamak gerekiyor tarz bağımlı olabiliyorsunuz bağımlılık oyundan hırs alakalı durum fazlasını yapabilme hırsı oyunun lig sisteminde yükselme hırsı dengelemek gerekiyor günde iki kafa dağıtmak oynanan oyun yaşam gayesine dönüşmemeli aksi durumda zaman kaybına dönüşüyor <br>ama emek veren sporcular diğer tüm sporlar amaç antrenman takım oyunu koordinasyon hayranlıkla takip eden kitleye sahip bunlar bilgisayar oyununu spor nitelendirmek müthişti <a",0,"Nötr"
